Cycle,Class,Precision,Recall,F1-score,Accuracy,Confusion Matrix,Labelled Samples
11,good,0.5833333333333334,0.5,0.5384615384615384,0.9161849710982659,"[[70, 3, 2, 2], [1, 7, 1, 5], [8, 0, 234, 0], [5, 2, 0, 6]]",738
11,unacc,0.9873417721518988,0.9669421487603306,0.977035490605428,0.9161849710982659,"[[70, 3, 2, 2], [1, 7, 1, 5], [8, 0, 234, 0], [5, 2, 0, 6]]",738
11,vgood,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.9161849710982659,"[[70, 3, 2, 2], [1, 7, 1, 5], [8, 0, 234, 0], [5, 2, 0, 6]]",738
12,acc,0.8352941176470589,0.922077922077922,0.8765432098765432,0.9248554913294798,"[[71, 4, 0, 2], [2, 7, 0, 5], [7, 0, 235, 0], [5, 1, 0, 7]]",788
12,good,0.5833333333333334,0.5,0.5384615384615384,0.9248554913294798,"[[71, 4, 0, 2], [2, 7, 0, 5], [7, 0, 235, 0], [5, 1, 0, 7]]",788
12,unacc,1.0,0.9710743801652892,0.9853249475890985,0.9248554913294798,"[[71, 4, 0, 2], [2, 7, 0, 5], [7, 0, 235, 0], [5, 1, 0, 7]]",788
12,vgood,0.5,0.5384615384615384,0.5185185185185186,0.9248554913294798,"[[71, 4, 0, 2], [2, 7, 0, 5], [7, 0, 235, 0], [5, 1, 0, 7]]",788
13,acc,0.8095238095238095,0.8831168831168831,0.84472049689441,0.9075144508670521,"[[68, 3, 4, 2], [1, 8, 1, 4], [10, 0, 232, 0], [5, 2, 0, 6]]",838
13,good,0.6153846153846154,0.5714285714285714,0.5925925925925927,0.9075144508670521,"[[68, 3, 4, 2], [1, 8, 1, 4], [10, 0, 232, 0], [5, 2, 0, 6]]",838
13,unacc,0.9789029535864979,0.9586776859504132,0.9686847599164927,0.9075144508670521,"[[68, 3, 4, 2], [1, 8, 1, 4], [10, 0, 232, 0], [5, 2, 0, 6]]",838
13,vgood,0.5,0.46153846153846156,0.48000000000000004,0.9075144508670521,"[[68, 3, 4, 2], [1, 8, 1, 4], [10, 0, 232, 0], [5, 2, 0, 6]]",838
14,acc,0.7976190476190477,0.8701298701298701,0.8322981366459626,0.9046242774566474,"[[67, 4, 4, 2], [2, 7, 0, 5], [10, 0, 232, 0], [5, 1, 0, 7]]",888
14,good,0.5833333333333334,0.5,0.5384615384615384,0.9046242774566474,"[[67, 4, 4, 2], [2, 7, 0, 5], [10, 0, 232, 0], [5, 1, 0, 7]]",888
14,unacc,0.9830508474576272,0.9586776859504132,0.9707112970711298,0.9046242774566474,"[[67, 4, 4, 2], [2, 7, 0, 5], [10, 0, 232, 0], [5, 1, 0, 7]]",888
14,vgood,0.5,0.5384615384615384,0.5185185185185186,0.9046242774566474,"[[67, 4, 4, 2], [2, 7, 0, 5], [10, 0, 232, 0], [5, 1, 0, 7]]",888
15,acc,0.8148148148148148,0.8571428571428571,0.8354430379746836,0.9104046242774566,"[[66, 4, 5, 2], [2, 7, 1, 4], [8, 0, 234, 0], [5, 0, 0, 8]]",938
15,good,0.6363636363636364,0.5,0.56,0.9104046242774566,"[[66, 4, 5, 2], [2, 7, 1, 4], [8, 0, 234, 0], [5, 0, 0, 8]]",938
15,unacc,0.975,0.9669421487603306,0.970954356846473,0.9104046242774566,"[[66, 4, 5, 2], [2, 7, 1, 4], [8, 0, 234, 0], [5, 0, 0, 8]]",938
15,vgood,0.5714285714285714,0.6153846153846154,0.5925925925925927,0.9104046242774566,"[[66, 4, 5, 2], [2, 7, 1, 4], [8, 0, 234, 0], [5, 0, 0, 8]]",938
16,acc,0.8518518518518519,0.8961038961038961,0.8734177215189873,0.930635838150289,"[[69, 3, 3, 2], [1, 9, 1, 3], [8, 0, 234, 0], [3, 0, 0, 10]]",988
16,good,0.75,0.6428571428571429,0.6923076923076924,0.930635838150289,"[[69, 3, 3, 2], [1, 9, 1, 3], [8, 0, 234, 0], [3, 0, 0, 10]]",988
16,unacc,0.9831932773109243,0.9669421487603306,0.975,0.930635838150289,"[[69, 3, 3, 2], [1, 9, 1, 3], [8, 0, 234, 0], [3, 0, 0, 10]]",988
16,vgood,0.6666666666666666,0.7692307692307693,0.7142857142857142,0.930635838150289,"[[69, 3, 3, 2], [1, 9, 1, 3], [8, 0, 234, 0], [3, 0, 0, 10]]",988
17,acc,0.8452380952380952,0.922077922077922,0.8819875776397517,0.9335260115606936,"[[71, 3, 1, 2], [1, 9, 0, 4], [9, 0, 233, 0], [3, 0, 0, 10]]",1038
17,good,0.75,0.6428571428571429,0.6923076923076924,0.9335260115606936,"[[71, 3, 1, 2], [1, 9, 0, 4], [9, 0, 233, 0], [3, 0, 0, 10]]",1038
17,unacc,0.9957264957264957,0.9628099173553719,0.9789915966386555,0.9335260115606936,"[[71, 3, 1, 2], [1, 9, 0, 4], [9, 0, 233, 0], [3, 0, 0, 10]]",1038
17,vgood,0.625,0.7692307692307693,0.6896551724137931,0.9335260115606936,"[[71, 3, 1, 2], [1, 9, 0, 4], [9, 0, 233, 0], [3, 0, 0, 10]]",1038
18,acc,0.9125,0.948051948051948,0.929936305732484,0.9624277456647399,"[[73, 2, 1, 1], [0, 12, 0, 2], [4, 0, 238, 0], [3, 0, 0, 10]]",1088
18,good,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9624277456647399,"[[73, 2, 1, 1], [0, 12, 0, 2], [4, 0, 238, 0], [3, 0, 0, 10]]",1088
